,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
804.00,Let Us Live,1939.00,Approved,25728.70,68 min,"Crime, Drama",John Brahm,"Anthony Veiller, Allen Rivkin, Joseph F. Dinneen","Maureen O'Sullivan, Henry Fonda, Ralph Bellamy","Two innocent men are wrongly convicted of murder and sentenced to death. The fiance of one of them convinces a police detective of their innocence, and together they try to find the real killer before the men's execution date.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BOGEwNzQ4MTItMTNlYS00ZjNjLWJhNjYtN2FkMGM1NjQ3YjFmXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.02,6.80,35785.51,tt0031566,movie,41093.00,40071397.78,Columbia,N/A,True,
805.00,Rio,2011.00,PG,25728.70,96 min,"Animation, Adventure, Comedy",Carlos Saldanha,"Carlos Saldanha, Earl Richey Jones, Todd R. Jones","Jesse Eisenberg, Anne Hathaway, George Lopez","When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.","English, Portuguese, Arabic","United States, Brazil",Nominated for 1 Oscar. 3 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.00,6.90,35785.51,tt1436562,movie,40757.00,40071397.78,N/A,N/A,True,
806.00,Once Upon a Wintertime,1948.00,R,25728.70,8 min,"Animation, Short, Family",Hamilton Luske,"Art Scott, Mary Blair","Frances Langford, Buddy Clark","A short segment of the feature film Melody Time (1948), re-released as a separate entity five years afterwards.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZTVmOTE4YzItNGYzNi00MGJiLTlkNDctZGIzYjY2YjRiMmU4XkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",64.02,6.60,35785.51,tt0151830,movie,N/A,40071397.78,N/A,N/A,True,
807.00,Tonight We Raid Calais,1943.00,Passed,25728.70,70 min,"Action, Drama, Romance",John Brahm,"Waldo Salt, L. Willinger, Rohama Lee","Annabella, John Sutton, Lee J. Cobb","During WW2, a British commando lands in Nazi-occupied France to locate a German munitions plant and to mark the target with a beacon for the Allied night bombers sent to destroy it.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BOGM3MDQ3MjYtNDI4NC00ZGY5LTkzZTgtNDUxMTE4ZTYxMmM5XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",64.02,6.40,35785.51,tt0036449,movie,39196.00,40071397.78,N/A,N/A,True,
808.00,Road to Singapore,1940.00,Approved,25728.70,85 min,"Comedy, Musical, Romance",Victor Schertzinger,"Don Hartman, Frank Butler, Harry Hervey","Bing Crosby, Bob Hope, Dorothy Lamour",Two playboys try to forget previous romances in Singapore - until they meet a beautiful dancer.,"English, Esperanto",United States,Nothing,https://m.media-amazon.com/images/M/MV5BYTc4MTI2ZmMtZmQyMy00MDczLTlhOWQtZjZiZGRlYTYzMGZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.00,6.80,35785.51,tt0032993,movie,37320.00,40071397.78,N/A,N/A,True,
809.00,"Extérieur, nuit",1980.00,R,25728.70,110 min,"Comedy, Drama",Jacques Bral,"Jacques Bral, Noël Burch, Jean-Paul Leca","Christine Boisson, André Dussollier, Gérard Lanvin",Jazz musician Leo and his writer friend Bony get acquainted with a woman taxi driver called Cora.,French,France,1 win,https://m.media-amazon.com/images/M/MV5BMjhhNmRiMWItMzk3Ny00YmZjLWJkNDQtNGNkN2VjOGIyMWRjXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",64.02,6.70,35785.51,tt0130675,movie,N/A,40071397.78,N/A,N/A,True,
810.00,The Polar Express,2004.00,G,25728.70,100 min,"Animation, Adventure, Comedy",Robert Zemeckis,"Chris Van Allsburg, Robert Zemeckis, William Broyles Jr.","Tom Hanks, Chris Coppola, Michael Jeter","On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",English,United States,Nominated for 3 Oscars. 5 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMTM1NTU0NTE4MV5BMl5BanBnXkFtZTcwMTQ0MjEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.00,6.60,35785.51,tt0338348,movie,38678.00,40071397.78,N/A,N/A,True,
811.00,Demolition Man,1993.00,R,25728.70,115 min,"Action, Sci-Fi, Thriller",Marco Brambilla,"Peter M. Lenkov, Robert Reneau, Daniel Waters","Sylvester Stallone, Wesley Snipes, Sandra Bullock",A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,English,United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMDBmNDhjOTYtZWVlMC00YzUwLWIyZjEtYzFjMWM5OTdiZDJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34.00,6.70,35785.51,tt0106697,movie,36753.00,40071397.78,N/A,N/A,True,
812.00,Henry V,1989.00,PG-13,25728.70,137 min,"Action, Biography, Drama",Kenneth Branagh,"William Shakespeare, Kenneth Branagh","Kenneth Branagh, Derek Jacobi, Simon Shepherd","In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.","English, French, Latin",United Kingdom,Won 1 Oscar. 11 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.00,7.50,35785.51,tt0097499,movie,36725.00,40071397.78,N/A,N/A,True,
813.00,Dead Again,1991.00,R,25728.70,107 min,"Crime, Drama, Mystery",Kenneth Branagh,Scott Frank,"Kenneth Branagh, Emma Thompson, Andy Garcia","A woman who has lost her memory is taken in by a Los Angeles orphanage, and a private eye is enlisted to track down her identity, but he soon finds that he might have a past life connection to her that endangers their lives.",English,United States,1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZmM1Zjc3YTEtNDM4OC00ODI5LTlmMmUtYmIyZWZhNGJiYzZjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.00,6.90,35785.51,tt0101669,movie,36704.00,40071397.78,N/A,N/A,True,
814.00,Unknown,2011.00,PG-13,25728.70,113 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"Oliver Butcher, Stephen Cornwell, Didier Van Cauwelaert","Liam Neeson, Diane Kruger, January Jones","When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.","English, German, Turkish, Arabic","United Kingdom, Germany, France, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56.00,6.80,35785.51,tt1401152,movie,40715.00,40071397.78,N/A,N/A,True,
815.00,One-Eyed Jacks,1961.00,Not Rated,25728.70,141 min,"Drama, Western",Marlon Brando,"Guy Trosper, Calder Willingham, Charles Neider","Marlon Brando, Karl Malden, Pina Pellicer","After robbing a Mexican bank, Dad Longworth takes the loot and leaves his partner Rio to be captured, but Rio escapes and searches for Dad in California.","English, Spanish",United States,Nominated for 1 Oscar. 3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BYTJkODY2NjMtNDZlNi00MjAyLWIyZjYtZmIxNWNmYTE3OTYzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}]",64.02,7.10,35785.51,tt0055257,movie,37145.00,40071397.78,N/A,N/A,True,
816.00,Bandit King of Texas,1949.00,Passed,25728.70,60 min,Western,Fred C. Brannon,Olive Cooper,"Allan Lane, Black Jack, Eddy Waller","The Jewel Land Company of Elko, Texas is selling Government land to settlers. Before any of the settlers can claim their land, they are being killed by McCabe's gang. When Rocky comes to Elko to find his friend Jim, he winds up in Ja",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BYzQzMTMwYWItOTYwYi00NDljLTkzZTUtNDEyMmEzNjUxNjdiXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.02,6.80,35785.51,tt0041152,movie,N/A,40071397.78,N/A,N/A,True,
817.00,Rustlers on Horseback,1950.00,Passed,25728.70,60 min,Western,Fred C. Brannon,Richard Wormser,"Allan Lane, Black Jack, Eddy Waller","The people around the town of Sloan Junction think that George Parradine is just a harmless book salesman, but he heads a gang of crooks planning to rob and pillage on a large scale. Their base of operations is the Reynolds ranch acq",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BOTMwZGNmNzItYzY5YS00YjIwLWIwYjAtNmQ2MWY1Nzc5Y2I0XkEyXkFqcGdeQXVyNDk0MDM0Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",64.02,6.40,35785.51,tt0042912,movie,N/A,40071397.78,N/A,N/A,True,
818.00,Rough Riders of Durango,1951.00,Passed,25728.70,60 min,Western,Fred C. Brannon,M. Coates Webster,"Allan Lane, Black Jack, Walter Baldwin","Marshal ""Rocky"" Lane (Allan Lane) comes to the aid of Sheriff Bill Walters (Ross Ford) who is having a hard time trying to save the local farmers and ranchers from raids and hi-jackings. With Banker Johnson (Hal Price) about to forec",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZTRhNWJmMTgtNzBiMy00MTM2LTg3NzAtY2UxMjE4ODZlOTg0XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",64.02,7.00,35785.51,tt0043982,movie,N/A,40071397.78,N/A,N/A,True,
819.00,Captive of Billy the Kid,1952.00,Passed,25728.70,54 min,Western,Fred C. Brannon,"M. Coates Webster, Richard Wormser","Allan Lane, Black Jack, Penny Edwards","Five people have a part of a map leading to Billy the Kid's treasure. When one of them is killed, Rocky Lane has a plan to find the killer.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BZTRkNjdkZGEtNTg3Zi00ZGY0LWEwNGEtOTcwNjA2MTM3ODQ1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",64.02,5.90,35785.51,tt0044478,movie,N/A,40071397.78,N/A,N/A,True,
820.00,Adventures of Frank and Jesse James,1948.00,Approved,25728.70,180 min,"Action, Adventure, Western","Fred C. Brannon, Yakima Canutt","Franklin Adreon, Basil Dickey, Sol Shor","Clayton Moore, Steve Darrell, Noel Neill","Jesse James returns to Missouri, and he and brother Frank come to the aid of a young woman who owns a gold mine. Her father was murdered and she took over the mine, and now the villains who killed her father are trying to drive her o",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTFjYjE3YjctM2NjZC00NmEzLTgwY2UtMWFjZjhhYzZhOGJkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",64.02,6.80,35785.51,tt0040077,movie,34080.00,40071397.78,N/A,N/A,True,
821.00,Neuf mois,1994.00,R,25728.70,110 min,Comedy,Patrick Braoudé,"Patrick Braoudé, Daniel Russo","Philippine Leroy-Beaulieu, Catherine Jacob, Patrick Braoudé",Samuel gets a big shock when it is known to him that his wife Mathilde is pregnant.,French,France,2 nominations,https://m.media-amazon.com/images/M/MV5BMjE2MDE0Nzk0MV5BMl5BanBnXkFtZTYwMjc4NDU5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",64.02,5.70,35785.51,tt0110646,movie,N/A,40071397.78,N/A,N/A,True,
822.00,Walking Tall,2004.00,PG-13,25728.70,86 min,"Action, Crime",Kevin Bray,"Mort Briskin, David Klass, Channing Gibson","Dwayne Johnson, Ashley Scott, Johnny Knoxville","A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMTM0MjYzNzM1N15BMl5BanBnXkFtZTcwMDcwNDc3NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.00,6.30,35785.51,tt0351977,movie,38258.00,40071397.78,N/A,N/A,True,
823.00,Tapage nocturne,1979.00,R,25728.70,97 min,Drama,Catherine Breillat,Catherine Breillat,"Dominique Laffin, Bertrand Bonvoisin, Marie-Hélène Breillat",Solange is a filmmaker. She is married and a mother. She enjoys occasional sex with her husband but also feels drawn towards a bisexual actor named Jim. This doesn't prevent her from taking other lovers - sometimes as many as two or ,French,France,Nothing,https://m.media-amazon.com/images/M/MV5BZDc0NjA5ZjgtZGU0YS00MjZiLTk0ODAtMDZmNThiMmZiNDQwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",64.02,5.50,35785.51,tt0134993,movie,N/A,40071397.78,N/A,N/A,True,
824.00,True Romance,1993.00,R,25728.70,119 min,"Crime, Drama, Romance",Tony Scott,"Quentin Tarantino, Roger Avary","Christian Slater, Patricia Arquette, Dennis Hopper","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.","English, Italian","United States, France",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.00,7.90,35785.51,tt0108399,movie,39217.00,40071397.78,N/A,N/A,True,
825.00,The ABC of Love and Sex: Australia Style,1978.00,R,25728.70,85 min,"Documentary, Comedy, Romance",John D. Lamond,"John D. Lamond, Alan Finney","Sandy Gore, Michael Cole, Maj-Brith Bergström-Walan","A tongue-in-cheek sex education documentary covering a different subject for each letter of the alphabet, e.g. A is for Anatomy, B is for Babies, etc.",English,Australia,Nothing,https://m.media-amazon.com/images/M/MV5BZjQyNzM5ODEtYmU0OC00OTRhLWI1ZTQtNzBkZWQwZjg4MmQzXkEyXkFqcGdeQXVyNjU1MTEwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",64.02,5.00,35785.51,tt0077116,movie,N/A,40071397.78,N/A,N/A,True,
826.00,Se souvenir des belles choses,2001.00,R,25728.70,110 min,"Drama, Romance",Zabou Breitman,"Zabou Breitman, Jean-Claude Deret","Isabelle Carré, Bernard Campan, Bernard Le Coq","Although barely 30, Claire believes she is showing the first symptoms of Alzheimer's disease, a condition from which her mother has recently died. Her sister, Nathalie, is certain that her memory loss, caused by a lightning strike, i","French, Yiddish",France,7 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTI0OTIzMDg1Nl5BMl5BanBnXkFtZTcwMjUwMTg5MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",64.02,7.20,35785.51,tt0259440,movie,N/A,40071397.78,N/A,N/A,True,
827.00,You Never Can Tell,1951.00,Approved,25728.70,78 min,"Comedy, Crime, Fantasy",Lou Breslow,"Lou Breslow, David Chandler","Dick Powell, Peggy Dow, Joyce Holden","An ex-army dog inherits a fortune from his eccentric millionaire owner, and which is poisoned, asks the leader in the heaven for animals to send him back to Earth, as a human private investigator, to solve his own murder.",English,United States,Nothing,https://m.media-amazon.com/images/M/MV5BMTlhZWE5YTEtMTY0ZC00OWE4LThkMjctY2Q4NDQ1NDA2NTg3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",64.02,7.10,35785.51,tt0044223,movie,N/A,40071397.78,N/A,N/A,True,
828.00,Butterfly Effect: The Creative Process,2004.00,R,25728.70,18 min,"Documentary, Short","Douglas Magallon, Gregory Strom",N/A,"Chris Bender, Eric Bress, A.J. Dix, J. Mackye Gruber",The writers of 'The Butterfly Effect (2004)' talk about how the script came about. Also you see clips from the movie and interviews with the cast and crew about the writers and the script.,English,USA,Nothing,https://m.media-amazon.com/images/M/MV5BODgyYTEzZWQtNTFhYy00Zjg2LWJlMGUtMDAzZjkwM2U5YjEyXkEyXkFqcGdeQXVyMzExMjM0Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",64.02,6.90,35785.51,tt0464794,movie,N/A,40071397.78,N/A,N/A,True,
829.00,Pickpocket,1959.00,Not Rated,25728.70,76 min,"Crime, Drama",Robert Bresson,Robert Bresson,"Martin LaSalle, Marika Green, Jean Pélégri","Michel passes the time by picking pockets, careful to never be caught despite being watched by the police. His friend Jacques may suspect, while both men may have their eyes on Jeanne, the pretty neighbor of Michel's ailing mother.",French,France,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BZWNlMTM4YTYtNWY4NS00MDQzLTkzOWQtYzU0MGUxOTM3NzI3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",64.02,7.70,35785.51,tt0053168,movie,41730.00,40071397.78,N/A,N/A,True,
830.00,Mouchette,1967.00,Not Rated,25728.70,81 min,Drama,Robert Bresson,"Georges Bernanos, Robert Bresson","Nadine Nortier, Jean-Claude Guilbert, Marie Cardinal",A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.,French,France,7 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BM2UwZDEzOWYtOTA5ZC00OTMwLTgyMDctZmIzYmRkODczZDI0XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",64.02,7.80,35785.51,tt0061996,movie,39098.00,40071397.78,N/A,N/A,True,
831.00,Au hasard Balthazar,1966.00,Not Rated,25728.70,95 min,Drama,Robert Bresson,Robert Bresson,"Anne Wiazemsky, Walter Green, François Lafarge",The story of a mistreated donkey and the people around him. A study on saintliness and a sister piece to Bresson's Mouchette.,"French, Latin","France, Sweden",7 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMmM4ZmE0NzktNzQ5MS00ZWU2LTlmMjMtNmJmNzM4MWVmYTA0XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",100.00,7.90,35785.51,tt0060138,movie,38538.00,40071397.78,N/A,N/A,True,
832.00,Quatre nuits d'un rêveur,1971.00,Not Rated,25728.70,87 min,"Drama, Romance",Robert Bresson,"Robert Bresson, Fyodor Dostoevsky","Isabelle Weingarten, Guillaume des Forêts, Jean-Maurice Monnoyer","The 'dreamer' is Jacques, a young painter, who by chance runs into Marthe as she's contemplating suicide on the Pont-Neuf in Paris. They talk, and agree to see each other again the next night. Gradually, he discovers that her lover p",French,"France, Italy",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZTU5M2M3MmEtOWM3YS00ZDg3LTgzZDEtMWZhYjU1NTJmMDMzXkEyXkFqcGdeQXVyMjU1MzQzMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",64.02,7.40,35785.51,tt0067641,movie,N/A,40071397.78,N/A,N/A,True,
833.00,Lancelot du Lac,1974.00,R,25728.70,85 min,"Drama, Fantasy, Romance",Robert Bresson,N/A,"Luc Simon, Laura Duke Condominas, Humbert Balsan","King Arthur learns about his wife's, Queen Guinevere, affair with Lancelot, who at the same time remains loyal to the king, particularly after Arthur's traitorous nephew Mordred commits an attempt on his life.",French,"France, Italy",1 nomination,https://m.media-amazon.com/images/M/MV5BZGY2M2IyMGUtMGIyYy00MTllLTg0YjctOGMzYmRhMjU5NjNjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.00,7.00,35785.51,tt0071737,movie,N/A,40071397.78,N/A,N/A,True,
